Firm,date,employee_title,location,review_title,pros,cons
Facebook,"Jun 30, 2020 ", Administrative Specialist,"Austin, TX",Love it here!,"Amazing community, very encouraging, inclusive, and great room for growth. I am pushed to be better and better.
","A lot of people - which I love, but can be a smidge overwhelming. Everyone is inclusive and welcoming though so not really overwhelming.
Be the first to find this review helpful
Helpful
Share
Repor"
Facebook,"Jun 29, 2020 ", Senior Data Engineer,"New York, NY",Common Good Can be Achieved When Everyone Does Their Part,"Aside from best comp/benefits in the industry - Opportunity to learn to be social, open, and interact with others. Geeks /Nerds don't exist here. Everyone needs to learn to work with others and be communicative.
","Only been here couple months, only con I can tell so far is that managing image/expectations is a real portion of work.
"
Facebook,"Jun 29, 2020 ", Network Engineer,"Papillion, NE",Great Place to Work,"Work Environment, Culture, Food, Snacks, Newest Technology Hardware
","Lots of Travel
Work Life Balance
Be the first to find this review helpful
Helpful
Share
Repor"
Facebook,"Jun 26, 2020 ", Account Manager,"Austin, TX",Great,"Welcoming culture, great benefits, impactful work
","Press cycles can lead to difficult personal conversations
Be the first to find this review helpful
Helpful
Share
Repor"
Facebook,"Jun 25, 2020 ", Data Scientist,"San Francisco, CA",good place to work if you find your lane,"work is interesting, perks are great, coworkers are intelligent and great to learn from
","sprawling organization, a lot of stakeholders to manage
1 person found this review helpful
Helpful
Share
Repor"
Facebook,"Jun 25, 2020 ", Security Engineer,"Menlo Park, CA",Facebook,"Money and health benefits, office amenities
","Career progression, company image, job security
1 person found this review helpful
Helpful
Share
Repor"
Facebook,"Jun 25, 2020 ", Senior Product Designer,"Menlo Park, CA",Great Product thinkers ... in a bubble,"Helped to deeply refine my sense of product design. Allowed me the opportunity to work on deeply impactful work early in my career.
","Fb is a very large company and often if you're not in a position of top leadership you can feel like you don have much control over the products or teams you work with
Be the first to find this review helpful
Helpful
Share
Repor"
Facebook,"Jun 24, 2020 ", Process Engineer,"Seattle, WA",Take your pick,"free food for all the people on site
","Bad ethics in this world
1 person found this review helpful
Helpful
Share
Repor"
Facebook,"Jun 24, 2020 ", Executive Assistant,"Menlo Park, CA",Amazing Company to work for,"They care about their employees, have a competitive compensation and benefits package and you don't feel like you are working for a big corporation.
","No offices, all open space and it is hard to find a conference room available
Be the first to find this review helpful
Helpful
Share
Repor"
Facebook,"Jun 24, 2020 ", Director,"Austin, TX",A Company that Cares to Get it Right,"Some of the most talented co-workers you will ever have the privilege of working with. Amazing open communications and opportunity to find and fix meaningful problems. Being your authentic self is in the company DNA and contributes to a diverse, welcoming environment. Amazing tools and automations that make managing a team easier.
","Fast-paced changes and lack of documented processes may be overwhelming to some - not the right environment for everyone.
"
Facebook,"Jun 24, 2020 ", Production Operations Engineer,"Fort Worth, TX",Best company to work,"- Day to day work
- Work life balance
- Culture
- Diversity
- Interview process
- Peoples
","Not major things to share on cons except pay
"
Facebook,"Jun 24, 2020 ", Quantitative User Experience Researcher,"Seattle, WA",Great place to work!,"FB provides a conducive environment for collaboration, growth in learning, and supportive. FB has a diverse workforce and is very supportive of employee welfare and care.
","So far, I have not notices any Cons.
Be the first to find this review helpful
Helpful
Share
Repor"
Facebook,"Jun 23, 2020 ", Production Engineer,"Menlo Park, CA",Great benefits and fun work,"My experience so far has been amazing, I get along well with my team.
The benefits are amazing and the support during covid has been top class.
","This might be a con for some people, very fast paced.
Workplace politics.
Be the first to find this review helpful
Helpful
Share
Repor"
Facebook,"Jun 19, 2020 ", Infrastructure Warehouse Program Manager,"Eagle Mountain, UT","Great, but leftist echo chamber","Great benefits (PTO, paternity leave, wellness, cafeteria, etc.)
","VERY left leaning company. If you can stomach it, the pay and benefits outweigh the bs.
Be the first to find this review helpful
Helpful
Share
Repor"
Facebook,"Jun 18, 2020 ", Data Center Capacity Engineer,"Prineville, OR",Great company to work for,"Very transparent from the top down, and every employee has a voice in this company. Very open culture, great work life balance with excellent benefits. You have the opportunity to move around and learn on the job.
","No cons that I can think of at this time
1 person found this review helpful
Helpful
Share
Repor"
Facebook,"Jun 15, 2020 ", Product Manager,"Menlo Park, CA",Solid leadership but weasels finding their way in,"some of the best talent in technology works here. you can learn from and be inspired by the best
","Some consultant types are beginning to show up in management ranks
"
Facebook,"Jun 14, 2020 ", Software Engineer,"Menlo Park, CA",Good Company,"- Good Pay
- Competitive Benefit
- Lots of freedom in choosing teams and projects. Wide variety of projects
- Less bureaucracy than some other older companies
","- Bad PR affects morale
- Could be quite cut-throat
- Things are moving slower with more politics than it used to
Be the first to find this review helpful
Helpful
Share
Repor"
Facebook,"Jun 14, 2020 ",Anonymous,"Menlo Park, CA",Facebook gives the flexibility to take chances and choose to focus on what you feel will have the most impact,"Great benefits, company makes you feel wanted and valued
","Flexibility also means you are fully responsible if your work doesn’t have impact
Be the first to find this review helpful
Helpful
Share
Repor"
Facebook,"Jun 14, 2020 ", Quant Researcher,"Menlo Park, CA",A Great Place to Work,"I have never worked at a place that is so focused on putting people first. Attention to IC concerns and provision of IC autonomy is first rate. ICs are offered the opportunity to change teams if they are unhappy with their own. Company perks abound. Opportunities to make impact abound. Great people, great environment.
","Can't think of any cons.
"
Facebook,"Jun 12, 2020 ", Software Developer,"Seattle, WA",Amazing Place to Work,"Amazing Culture, Great Technology and Leadership
","There are no cons here
1 person found this review helpful
Helpful
Share
Repor"
Facebook,"Jun 12, 2020 ", Internal Audit Manager,"Menlo Park, CA","Great place to work, in spite of during covid-19!","- Great virtual onboarding experience
- Genuinely kind and caring team
- Interesting projects
- Good benefits (401K, bonus, RSUs, wellness, health care, etc) 
- Generous covid spend budget - $1000
","- Media perception of Facebook
2 people found this review helpful
Helpful
Share
Repor"
Facebook,"Jun 10, 2020 ", Process Engineer,"Redmond, WA",Great place if you get the right group - Horrible if you don't,"People here can be wonderful, caring people who truly value you as a person. The parent company does want to see you succeed and tries to help you all the time. I used to be very happy here working with the best people I ever worked with. Benefits are excellent.
","If you get in the wrong group you are screwed. Certain areas like fabrication have horrible management. They do not care one bit about you; just get the work done. No concern for career development, you're stuck here forever. Don't bother applying for fabrication jobs, the management only hires their old friends from their previous job. If you don't suck up like crazy they will make your time here miserable. Being subservient is the only way to succeed with them. Lots of poor decisions but no accountability so those poor decisions made by people who lack knowledge in the area continue.
"
